"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","48/2723","109/6792",0.440366972477064,1.09841075176798,0.847260400725834,0.226217665055557,0.567985360463233,0.471108352065719,"RRM1/PAICS/RRM2/FHIT/NME7/PDE2A/PPAT/PDE4B/GMPS/PDE4A/GART/NUDT16/ADCY9/PDE8B/GMPR2/ADPRM/DCK/PGM2/PDE1B/NPR1/ADCY6/NUDT5/ADCY4/IMPDH2/PDE1A/NT5E/PDE7A/PGM1/PAPSS2/PDE7B/PDE8A/ENTPD1/PDE3A/ENPP4/PRUNE1/ENTPD5/AK9/PDE5A/AK1/ADK/ENTPD4/CANT1/NPR2/ENPP1/GUCY2C/ADCY5/PDE4D/GDA",48
"Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","20/2723","43/6792",0.465116279069767,1.16014313897975,0.861726982013174,0.23878352756559,0.595253222288506,0.493725338951408,"SAT2/ALDH2/SMS/SMOX/ALDH4A1/MAOA/CKMT2/MAOB/GATM/GOT1/ODC1/ALDH1B1/GAMT/ALDH3A2/NOS3/CKM/HOGA1/ARG2/CARNS1/ARG1",20
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","61/2723","141/6792",0.432624113475177,1.07909767856166,0.776384150609521,0.244370855454291,0.60486119541523,0.501694552071146,"ITPR1/RHOA/MEF2C/ACTB/PPP1R12B/GNAQ/MYL9/EEF2/FOS/PRKCB/GNAI2/GNAI3/ADCY9/PRKCA/CAMK1/CAMK2D/NRAS/PRKACB/CAMK2G/GNAS/EGFR/CALM1/ROCK1/NPR1/ADCY6/PRKAG1/MAP2K2/ADCY4/PPP3CB/KCNJ5/CAMKK2/RCAN1/MAPK1/CACNB2/SRC/PPP3CC/CACNB1/JUN/PRKAB1/MAP2K5/ITPR2/MYLK/CALML6/RYR1/PRKAA1/CCND1/PTGS2/NOS3/PLA2G4C/KCNJ3/ITPR3/NPR2/CACNA1C/CAMK2A/PLA2G4A/ADCY5/PIK3R5/CACNG3/PIK3CG/GNAO1/KCNJ9",61
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","35/2723","79/6792",0.443037974683544,1.10507305326869,0.768410720728277,0.255613253824918,0.628232574541524,0.521079650124926,"ITPR1/CST3/ATP2B4/VAMP2/GNAQ/PRKCB/ATP1A2/SLC9A1/ADCY9/PRKCA/PRKACB/GNAS/CALM1/ADRB2/ADCY6/ADCY4/ATP1B2/ADRA1A/PRKG1/ITPR2/CALML6/ADRA1B/MUC5AC/TRPV6/ITPR3/PRB1/ATP2B2/ADCY5/MUC5B/LPO/AQP5/CHRM3/STATH/MUC7/ADRB1",35
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","21/2723","46/6792",0.456521739130435,1.13870571141165,0.77214156685294,0.265434011872411,0.64780748352078,0.537315813506905,"LRP1/ACKR1/GYPC/TGFB3/TLR4/CD81/PECAM1/TGFB1/THBS1/ICAM1/CD36/THBS4/ITGB2/SDC2/CR1/SELE/CD40/ITGAL/CXCL8/HBB/MET",21
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","44/2723","101/6792",0.435643564356436,1.08662911829192,0.71750661127485,0.267935584933461,0.649371660706791,0.538613200706885,"STAT6/IL6ST/TGFBR2/RXRA/STAT3/SMAD2/FOS/MAPK8/IL6R/JAK1/STAT5B/SMAD3/RORC/HSP90AB1/IKBKB/JAK3/NFKB1/TGFB1/STAT1/PPP3CB/CD4/NFKBIA/MAPK1/IL23A/RXRB/IFNGR1/PPP3CC/RORA/JUN/IL4R/PRKCQ/RARA/IL1R1/HLA-DRB4/JAK2/IL2RG/EBI3/MAPK14/MAPK13/HLA-DRB1/HLA-DMA/HLA-DRA/GATA3/CD3E",44
"Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","15/2723","32/6792",0.46875,1.16920675725303,0.784812993555721,0.270696278244118,0.651537938670326,0.540409992864846,"TYMS/DHFR/MTHFD2/GART/AHCYL1/DHFR2/MTHFD2L/MTHFR/ALDH1L1/AHCYL2/AMT/MAT2A/BHMT2/SHMT2/SARDH",15
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","41/2723","94/6792",0.436170212765957,1.08794274150069,0.702325110570912,0.274090229703932,0.655188288812823,0.543437730126757,"TCF7L2/GNAQ/PRKCB/EDNRB/GNAI2/GNAI3/ADCY9/CTNNB1/PRKCA/FZD3/CAMK2D/CREB3L4/NRAS/PRKACB/CAMK2G/GNAS/CALM1/MITF/CREB3/ADCY6/MAP2K2/ADCY4/FZD6/MAPK1/TCF7L1/KIT/CREB3L2/CALML6/WNT7B/CREB1/CREB3L1/KITLG/CAMK2A/EDN1/ADCY5/LEF1/FZD9/TCF7/FZD7/GNAO1/WNT11",41
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","64/2723","150/6792",0.426666666666667,1.06423797282409,0.650780995928863,0.284335700181026,0.674723892250432,0.559641292018908,"PIK3R1/TGFBR2/COX7A2/SMAD2/UQCRC1/PRKCD/PDK4/PDK2/MAPK8/PRKCB/PPARA/PTPA/PRKCA/VDAC1/VDAC3/SMAD3/CAMK2D/SP1/NDUFS1/CAMK2G/UQCRC2/TGFB3/NFKB1/TGFB1/GYS1/NDUFB8/NDUFV1/NDUFA13/PDHA1/GFPT2/NDUFB6/GAPDH/NDUFV3/AKT3/CMA1/ATP2A3/CD36/NDUFS7/TBC1D4/SDHC/GSR/ATP2A2/INSR/COX7A1/SLC2A4/COX6A2/SLC25A6/AGTR1/ACE/NOS3/MMP2/PIK3CD/PPIF/CYBB/NCF4/CAMK2A/RAC2/MAPK14/IRS1/NDUFA7/PLN/MAPK13/ATP2A1/AGT",64
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","40/2723","92/6792",0.434782608695652,1.08448162991585,0.667368397819204,0.28612932966494,0.674723892250432,0.559641292018908,"ITPR1/GNAQ/PPP4R3B/PYGM/PPARA/ATF2/FOXO1/CAMK2D/CREB3L4/ACACB/PRKACB/CAMK2G/GNAS/CALM1/CREB3/PRKAG1/PYGB/GYS1/PPP3CB/PDHA1/PKM/PPP3CC/G6PC3/PPARGC1A/CREB3L2/SIK1/AKT3/PRKAB1/PFKM/ITPR2/CALML6/CREB1/CREB3L1/PRKAA1/PYGL/ACACA/ITPR3/CAMK2A/PGAM2/FBP2",40
"Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","14/2723","30/6792",0.466666666666667,1.16401028277635,0.73644609304662,0.288630375648996,0.674758681119711,0.559670147211342,"ALDH6A1/HADHA/ALDH2/ALDH3B1/SMOX/ACOX1/ACOX3/ALDH1B1/ALDH3A2/GAD1/AOC3/EHHADH/DPYS/CARNS1",14
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","68/2723","160/6792",0.425,1.06008079324275,0.629100791410385,0.290837520938613,0.674758681119711,0.559670147211342,"RHOA/CACYBP/TCF7L2/MAPK8/PRKCB/SERPINF1/CCND2/PRICKLE1/CHD8/CTNNB1/PRKCA/FZD3/PSEN1/MAP3K7/SMAD3/DAAM2/CAMK2D/RSPO3/SFRP1/PRKACB/CAMK2G/CSNK1A1/RUVBL1/BTRC/MCC/TBL1X/SOX17/CSNK2B/CXXC4/FZD6/PPP3CB/CCAR2/APC/CCND3/TCF7L1/TLE1/CTBP1/PPP3CC/LZTS2/JUN/CCDC88C/WNT7B/LRP6/VANGL1/APC2/CCND1/FBXW11/TLE6/NOTUM/PRICKLE2/TLE4/VANGL2/FRZB/APCDD1L/CAMK2A/RAC2/LGR4/TP53/LEF1/FZD9/MYC/APCDD1/TCF7/LGR5/RNF43/SFRP2/FZD7/WNT11",68
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","37/2723","85/6792",0.435294117647059,1.08575749065693,0.650824982461836,0.29313239694174,0.674758681119711,0.559670147211342,"NOTCH2/STAT6/MAF/FOS/MAPK8/JAK1/STAT5B/NOTCH1/IKBKB/JAK3/NFKB1/STAT1/MAML2/PPP3CB/RUNX3/CD4/NFKBIA/DLL3/MAPK1/IFNGR1/PPP3CC/NOTCH3/JUN/IL4R/PRKCQ/JAG1/HLA-DRB4/JAK2/IL2RG/MAPK14/MAPK13/HLA-DRB1/HLA-DMA/HLA-DRA/DLL1/GATA3/CD3E",37
"Organismal Systems","Endocrine system","hsa04929","GnRH secretion","27/2723","61/6792",0.442622950819672,1.10403785602909,0.66767229723396,0.293877706390247,0.674758681119711,0.559670147211342,"ITPR1/PIK3R1/GNAQ/PRKCB/PRKCA/ARRB1/NRAS/MAP2K2/KCNJ5/GPER1/MAPK1/KCNN3/AKT3/ITPR2/GABBR1/ARRB2/GNRH1/PIK3CD/KCNJ3/ITPR3/CACNA1C/HCN3/TRPC1/ESR2/KISS1R/GABBR2/KCNJ9",27
"Organismal Systems","Aging","hsa04213","Longevity regulating pathway - multiple species","24/2723","54/6792",0.444444444444444,1.10858122169176,0.655289095961771,0.300812412059614,0.683030544447365,0.566531140772207,"HDAC2/PIK3R1/CAT/AKT1S1/ADCY9/FOXO1/NRAS/IGF1/PRKACB/CRYAB/ADCY6/PRKAG1/ADCY4/FOXA2/AKT3/PRKAB1/CLPB/INSR/IGF1R/PRKAA1/HSPA1L/PIK3CD/IRS1/ADCY5",24
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","29/2723","66/6792",0.439393939393939,1.0959837078089,0.640970290067283,0.301394566890814,0.683030544447365,0.566531140772207,"BRCA1/CDKN2A/TOP2A/MSH6/MSH2/GSTM4/BIRC5/PIK3R1/PMAIP1/GSTM1/GSTM2/GSTM3/MDM2/ERCC1/CASP3/CYCS/REV3L/FAS/BCL2L1/MAP3K5/APAF1/MAPK1/BCL2/ERBB2/AKT3/POLH/PIK3CD/TP53/GSTT1",29
"Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","13/2723","28/6792",0.464285714285714,1.158071454803,0.685610574824694,0.308167483289282,0.689425972230509,0.571835748343809,"RASSF1/RASSF6/LATS2/LATS1/RASSF4/SAV1/YAP1/STK3/RASSF2/WWTR1/NF2/FAT4/DCHS1",13
"Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","13/2723","28/6792",0.464285714285714,1.158071454803,0.685610574824694,0.308167483289282,0.689425972230509,0.571835748343809,"BHLHE40/NPAS2/RORC/BHLHE41/CRY2/BTRC/PRKAG1/RORA/PRKAB1/CREB1/DBP/PRKAA1/FBXW11",13
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","77/2723","183/6792",0.420765027322404,1.04951746807704,0.555472982396565,0.314694322728755,0.699543430779207,0.580227547773433,"CCNE2/SKP2/CCNA2/HDAC2/PIK3R1/PSMD14/E2F1/STAT3/E2F3/PSMC6/CCNE1/MAVS/GADD45B/NFKB2/CDK2/MAPK8/MDM2/CCND2/JAK1/MAP2K4/TAPBP/MAP3K7/CASP3/CYCS/SAP30/IKBKB/SAP30L/FAS/POLK/JAK3/APAF1/NFKB1/VIM/STAT1/IFNAR1/CXCL10/STAT2/RUNX3/BCL2L11/NFKBIA/CCND3/ICAM1/BCL2/SYK/HLA-E/CD44/NCOR2/JUN/AKT3/RELB/E2F2/ENTPD1/LYN/CCND1/HLA-G/TNFAIP3/PIK3CD/HLA-DRB4/TRAF5/OAS2/FCER2/CD40/ITGAL/MAPK14/CD19/B2M/TP53/MAPK13/MYC/HLA-DRB1/HLA-B/HES1/HLA-DMA/RB1/HLA-DRA/BLNK/CD3E",77
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","40/2723","93/6792",0.43010752688172,1.07282053712106,0.578411879938083,0.316699389038299,0.699544853002318,0.580228727418602,"CSF1/ITGA5/IL6R/CSF1R/CD34/TFRC/ITGB3/CD37/CD4/KIT/CD59/CD44/IL4R/CD22/CD36/CSF2RA/CD55/CD24/CD1E/CD7/ITGA6/ANPEP/IL1R1/ITGAM/HLA-DRB4/EPO/CR1/FCER2/KITLG/CD1D/ITGA2/CD19/HLA-DRB1/IL1R2/CD14/HLA-DMA/HLA-DRA/CD1C/CD3E/MS4A1",40
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","49/2723","115/6792",0.426086956521739,1.06279199731754,0.555532371133939,0.321248732506988,0.70513086569144,0.584861975765785,"RHOA/PIK3R1/PPP2R5D/SMPD1/GNAQ/MAPK8/PRKCB/GNAI2/GNAI3/SPTLC2/S1PR1/PRKCA/NRAS/SGPP1/PPP2R1A/TNFRSF1A/PRKCE/MAP3K5/NFKB1/PLD1/ROCK1/MAP2K2/FCER1A/CERS6/MAPK1/BCL2/NSMAF/GNA13/PPP2R5B/AKT3/ABCC1/ASAH1/S1PR4/DEGS1/S1PR3/PPP2R1B/NOS3/PIK3CD/SGMS2/FYN/PPP2CB/PPP2R2D/RAC2/MAPK14/TP53/MAPK13/FCER1G/BDKRB2/ADORA3",49
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","37/2723","86/6792",0.430232558139535,1.07313240355627,0.558308370560458,0.325268947494711,0.705390488590098,0.585077316731344,"ITPR1/PIK3R1/INPP5A/PLCD3/ITPKB/MTMR3/PRKCB/MTMR14/PRKCA/PIP4K2A/DGKA/PI4K2A/PLCD1/CALM1/PI4KB/PIP5K1A/INPP5D/OCRL/ITPK1/PIP5K1C/INPP4A/INPP1/DGKZ/DGKQ/PIP4K2B/ITPR2/CALML6/PIK3CD/DGKH/PIK3C2A/ITPR3/SYNJ2/PLCD4/PLCE1/ITPKA/CDS1/IP6K3",37
"Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","20/2723","45/6792",0.444444444444444,1.10858122169176,0.597795259204389,0.325409365796578,0.705390488590098,0.585077316731344,"RFC4/RFC3/RFC5/RPA3/POLE2/PCNA/POLR2H/POLR2K/POLR2B/POLD3/GTF2H3/RAD23A/POLD4/POLR2G/ERCC1/POLR2E/MNAT1/LIG1/ERCC2/POLR2F",20
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","46/2723","108/6792",0.425925925925926,1.0623903374546,0.534635549298674,0.329754417130376,0.710396861595687,0.589229790193979,"FANCL/BRCA1/SKP2/UBE2C/WWP2/UBE2H/UBA2/UBA6/UBE2W/UBE2L3/ANAPC11/CDC23/ANAPC4/MDM2/UBA1/CDC20/UBE2S/STUB1/UBC/UBR5/UBE2NL/MAP3K1/MID1/BTRC/UBOX5/SMURF1/UBE4B/SMURF2/ITCH/UBE2G2/UBE3B/TRIM37/HERC4/PML/FZR1/UBE2G1/PIAS2/UBE2J2/FBXO2/RHOBTB2/SOCS3/UBE2I/FBXW11/UBE2D3/CBL/HERC1",46
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","22/2723","50/6792",0.44,1.09749540947484,0.56600678416925,0.334156330478874,0.713010306011033,0.5913974789716,"RRM1/TYMS/DTYMK/DUT/TK2/ASMTL/RRM2/NME7/UMPS/DCK/TK1/NT5E/CTPS1/ENTPD1/ENTPD5/AK9/ENTPD4/CANT1/ENPP1/CMPK2/DPYS/CDA",22
"Metabolism","Lipid metabolism","hsa00592","alpha-Linolenic acid metabolism","9/2723","19/6792",0.473684210526316,1.18151419680306,0.648102507751053,0.335339935038281,0.713010306011033,0.5913974789716,"ACAA1/ACOX1/PLA2G3/PLA2G12A/ACOX3/PLA2G2A/PLA2G5/PLA2G4C/PLA2G4A",9
"Genetic Information Processing","Information processing in viruses","hsa03265","Virion - Ebolavirus, Lyssavirus and Morbillivirus","6/2723","12/6792",0.5,1.24715387440323,0.700954841799597,0.337096563013812,0.713010306011033,0.5913974789716,"CD209/NCAM1/SLAMF1/NCAM2/NGFR/CLEC4M",6
"Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","24/2723","55/6792",0.436363636363636,1.08842519947918,0.538605718698916,0.341785480528582,0.718573088581176,0.596011459387191,"PIK3R1/MAPKAPK3/PRKCB/PXN/PRKCA/NRAS/MAP2K2/PPP3CB/MAPK1/SRC/PPP3CC/PTK2/AKT3/MAPKAPK2/PTGS2/NOS3/PIK3CD/PLA2G4C/VEGFA/RAC2/MAPK14/PLA2G4A/MAPK13/HSPB1",24
"Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","31/2723","72/6792",0.430555555555556,1.07393805851389,0.515936787543944,0.344083889846354,0.719073518301663,0.596426534558761,"COX7A2/UQCRC1/ATP1A2/SLC9A1/UQCRC2/ACTC1/ATP1B2/CACNB2/CASQ2/CACNB1/SLC8A1/ATP2A3/TPM3/TPM2/ATP2A2/COX7A1/COX6A2/ASPH/HRC/TPM1/CACNA1C/TPM4/MYL3/TNNC1/MYL4/MYL2/CACNG3/TNNT2/ATP2A1/MYH7/TRDN",31
"Organismal Systems","Endocrine system","hsa04911","Insulin secretion","35/2723","82/6792",0.426829268292683,1.06464355131983,0.481745552949691,0.354034348023271,0.7317097968067,0.60690753769218,"VAMP2/GNAQ/PRKCB/KCNMB3/ATP1A2/ATF2/ADCY9/PRKCA/CAMK2D/CREB3L4/PRKACB/CAMK2G/GNAS/CREB3/ADCY6/ADCY4/ATP1B2/KCNMB1/KCNN3/KCNMB2/CREB3L2/ADCYAP1R1/TRPM4/CREB1/ATF6B/CREB3L1/PCLO/RIMS2/ITPR3/CACNA1C/CAMK2A/ADCY5/CHRM3/STX1A/ADCYAP1",35
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","44/2723","104/6792",0.423076923076923,1.05528404757197,0.46474551830849,0.355939563390704,0.7317097968067,0.60690753769218,"ITPR1/GNG7/GNAQ/PRKCB/DUSP1/GNAI2/GNAI3/GNG4/ARAF/RAPGEF3/PRKCA/CASP3/NRAS/PRKACB/GNAS/GNGT1/MAOA/KCNJ5/MAOB/MAPK1/DDC/GNG11/TPH1/PTGS1/APP/ITPR2/PTGS2/PLA2G4C/ALOX15B/KCNJ3/ITPR3/CACNA1C/GNG12/CACNA1B/TRPC1/GNG2/PLA2G4A/ADCY5/GNG13/GNG3/GABRB1/HTR2A/GNAO1/KCNJ9",44
"Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","30/2723","70/6792",0.428571428571429,1.06898903520277,0.474598846551763,0.359918358254591,0.7317097968067,0.60690753769218,"CBX3/CBX2/EZH2/HDAC2/SUZ12/E2F6/MAX/EED/MTF2/BAP1/L3MBTL2/PHF19/CBX7/RBBP4/LCOR/BCOR/TFDP1/CSNK2B/DCAF7/PCGF3/CBX8/FBRS/PHF1/PCGF2/USP45/L3MBTL4/AURKB/ASXL3/UBE2D3/L3MBTL1",30
"Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","30/2723","70/6792",0.428571428571429,1.06898903520277,0.474598846551763,0.359918358254591,0.7317097968067,0.60690753769218,"ITPR1/ACTB/GNAQ/PRKCB/ATP1A2/GNAI2/SLC9A1/GNAI3/ADCY9/PRKCA/CAMK2D/PRKACB/CAMK2G/GNAS/CA2/CALM1/ADCY6/ADCY4/EZR/ATP1B2/ITPR2/MYLK/CALML6/KCNJ16/ITPR3/CAMK2A/ADCY5/CHRM3/KCNJ1/KCNJ10",30
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","48/2723","114/6792",0.421052631578947,1.05023484160272,0.442467214696525,0.362664010339671,0.7317097968067,0.60690753769218,"CHMP5/GLUD1/STAT6/CFLAR/GLUL/STAT3/SMPD1/GLUD2/VPS4B/MAPK8/JAK1/PYGM/STAT5B/VDAC1/VDAC3/SQSTM1/SPATA2/CAMK2D/CHMP4B/HSP90AB1/CAMK2G/TNFRSF1A/FAS/JAK3/CHMP4C/TLR4/PYGB/STAT1/IFNAR1/RIPK3/STAT2/CHMP6/BCL2/IFNGR1/CYLD/TRPM7/SLC25A6/PYGL/TNFAIP3/JAK2/TRAF5/PLA2G4C/CYBB/NLRP3/CAMK2A/PLA2G4A/TNFRSF10B/TNFSF10",48
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","18/2723","41/6792",0.439024390243902,1.0950619385004,0.499414769096621,0.363796983290412,0.7317097968067,0.60690753769218,"ACADVL/HADHA/ALDH2/ECI2/ACAA1/ACOX1/ACSL1/ACAT2/ACOX3/ACSL4/ALDH1B1/ALDH3A2/ADH1B/EHHADH/ACSBG1/ACSL5/ADH1C/ACSL6",18
"Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","32/2723","75/6792",0.426666666666667,1.06423797282409,0.457595374517996,0.364806603565518,0.7317097968067,0.60690753769218,"UPF3B/RBM8A/CPSF3/CSTF3/PAPOLA/PPP2R5D/CSTF1/NCBP2/PABPC1L/NUDT21/PNN/MAGOHB/NXT1/SRRM1/NXT2/RNMT/SYMPK/UPF3A/PPP2R1A/GSPT1/MSI2/SMG6/SMG7/PPP2R5B/DDX19B/CPSF6/FUS/PABPC4L/GLE1/PPP2R1B/PPP2CB/PPP2R2D",32
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","43/2723","102/6792",0.42156862745098,1.05152189410469,0.428870020519932,0.369670909302232,0.737229413408451,0.611485714635271,"HDAC2/PIK3R1/ACTB/PRKCB/ATG7/HAT1/PRKCA/VDAC1/VDAC3/MAP3K7/CLCN3/C3/ITGB3/NFKB1/TLR4/MAP2K2/SELPLG/MAPK1/VWF/CLCN4/SRC/SYK/AKT3/FPR2/HDAC11/SLC25A6/ITGB2/SIGLEC9/ITGAM/PIK3CD/PPIF/CR1/FPR1/CYBB/NCF4/ELANE/RAC2/ITGAL/MAPK14/MAPK13/PADI4/MPO/TLR8",43
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","36/2723","85/6792",0.423529411764706,1.05641269361215,0.428123421633543,0.373348193204774,0.740332496752649,0.614059528297326,"HMMR/ITGA7/COL6A1/LAMB2/ITGA5/DAG1/LAMA2/COL6A2/LAMA4/FRAS1/CD47/ITGB3/ITGB4/THBS1/HSPG2/VWF/ITGA8/CD44/DMP1/CD36/FN1/THBS4/ITGA6/FREM2/COL4A3/IBSP/COL4A2/TNC/ITGA2/FREM1/ITGB8/ITGB1/ITGA9/TNR/COL4A4/NPNT",36
"Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","10/2723","22/6792",0.454545454545455,1.13377624945748,0.514094387962662,0.3788619580611,0.742824850355753,0.616126779815509,"LNPEP/NLN/CTSA/PREP/CMA1/AGTR1/ACE/ANPEP/AGT/ACE2",10
"Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","10/2723","22/6792",0.454545454545455,1.13377624945748,0.514094387962662,0.3788619580611,0.742824850355753,0.616126779815509,"GLUD1/GLUD2/GLS/ATP1A2/AQP1/CA4/CA2/ATP1B2/GLS2/SLC4A4",10
"Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","19/2723","44/6792",0.431818181818182,1.07708743698461,0.419632627837776,0.391920495468892,0.754457269010266,0.625775143953621,"PIK3R1/PRKCD/SOCS4/MAPK8/IKBKB/PRKCE/SOCS2/MAPK1/PKM/HK1/HKDC1/ADIPOQ/INSR/SLC2A4/SOCS3/PIK3CD/CACNA1C/CACNA1B/IRS1",19
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","74/2723","179/6792",0.41340782122905,1.03116633190882,0.345668485254839,0.39250461945063,0.754457269010266,0.625775143953621,"RHOA/ARPC4/ACTB/FOS/MAPK8/LPAR1/WASF2/MYH11/ABCF2/TUBB2B/ARPC5L/CYTH3/SEC24C/WASL/MAP3K7/CASP3/WIPF3/CYCS/ACTR2/IKBKB/TNFRSF1A/FAS/MYH9/NFKB1/BAIAP2L1/TLR4/ARPC2/ROCK1/PTPN11/CYTH1/EZR/MYO1C/NCKAP1L/TMBIM6/NFKBIA/MAPK1/LPAR4/MYO6/WIPF1/SRC/GAPDH/CLDN3/GNA13/JUN/MYO1B/TUBA1A/OCLN/HCLS1/IL1R1/MYO5B/CYTH4/FYN/NLRP3/MYO5A/LPAR2/CLDN4/CXCL8/MAPK14/TUBB1/MAPK13/ARHGEF2/TUBB6/TNFRSF10B/CYTH2/BAIAP2/CLDN5/MYO1F/ITGB1/TUBB4A/WASF3/WASF1/CLDN18/TNFSF10/MYO1G",74
"Metabolism","Amino acid metabolism","hsa00360","Phenylalanine metabolism","7/2723","15/6792",0.466666666666667,1.16401028277635,0.520169405636268,0.392929199980054,0.754457269010266,0.625775143953621,"ALDH3B1/MAOA/MAOB/GOT1/DDC/AOC3/HPD",7
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","28/2723","66/6792",0.424242424242424,1.05819116616032,0.38859520542166,0.393667637558653,0.754457269010266,0.625775143953621,"PIK3R1/PDK1/GLS/FGFR1/NTRK3/FGFR2/SIRT3/NRAS/EGFR/PDGFRB/MAP2K2/PDHA1/MAPK1/PKM/HK1/KIT/ERBB2/AKT3/HKDC1/PFKM/FGFR3/PIK3CD/PGAM2/TP53/MYC/PDGFRA/GLS2/MET",28
"Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","30/2723","71/6792",0.422535211267606,1.05393285160836,0.373690838854485,0.397765436956702,0.754457269010266,0.625775143953621,"ITPR1/GPX3/GNAQ/PRKCB/ATP1A2/ATF2/ADCY9/PRKCA/CREB3L4/PRKACB/GNAS/TTF2/CREB3/ADCY6/ADCY4/ATP1B2/CREB3L2/CANX/ITPR2/GSR/PAX8/CREB1/ATF6B/CREB3L1/ITPR3/ADCY5/ALB/TTR/TG/IYD",30
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","30/2723","71/6792",0.422535211267606,1.05393285160836,0.373690838854485,0.397765436956702,0.754457269010266,0.625775143953621,"FOS/PRKCB/JAK1/MAP3K7/C3/TGFB3/NFKB1/TLR4/TGFB1/STAT1/NFKBIA/MAPK1/IFNGR1/JUN/ITGB2/MARCKSL1/PTGS2/ITGAM/HLA-DRB4/FCGR2C/JAK2/CR1/CYBB/NCF4/MAPK14/MAPK13/HLA-DRB1/ITGB1/HLA-DMA/HLA-DRA",30
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","60/2723","145/6792",0.413793103448276,1.03212734433371,0.319884230293803,0.405448117908987,0.764872395406684,0.634413840255883,"BIRC5/TGFBR2/TCF7L2/SMAD2/ACTB/PATJ/YWHAQ/SCRIB/SOX2/RASSF1/CCND2/RASSF6/CTNNB1/FZD3/PRKCI/LATS2/SMAD3/CTNNA1/LATS1/PPP2R1A/BTRC/TGFB3/BMPR2/TGFB1/FZD6/YWHAE/SAV1/APC/CCND3/TCF7L1/DLG3/CTNNA3/YAP1/STK3/BMP8B/WWTR1/BMP4/NF2/BMP8A/FGF1/WNT7B/APC2/ITGB2/CDH1/CCND1/FBXW11/BMPR1B/CRB1/PPP2R1B/PPP2CB/PPP2R2D/DLG2/DLG4/LEF1/FZD9/MYC/BMP5/TCF7/FZD7/WNT11",60
