"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Gene_Description","Significance","abs_logFC"
"224573_at",-1.45258354165895,10.5333054923117,-8.88942674697666,3.03652157008983e-13,2.46972094048612e-11,19.8244213577665,"RNASEK-C17orf49///RNASEK///C17orf49","RNASEK-C17orf49 readthrough///ribonuclease K///chromosome 17 open reading frame 49","Downregulated",1.45258354165895
"222571_at",-2.24018922346462,5.38354487785195,-8.8843122121141,3.10431067465179e-13,2.5206900225675e-11,19.8027235389507,"ST6GALNAC6","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6","Downregulated",2.24018922346462
"226056_at",-2.10537556511329,5.75214996049412,-8.87596663834581,3.21819483176936e-13,2.6002908552853e-11,19.7673168242201,"ARHGAP31","Rho GTPase activating protein 31","Downregulated",2.10537556511329
"1554757_a_at",-2.41114410659493,5.77575247894669,-8.87166511616043,3.27851847071368e-13,2.64036102108688e-11,19.7490665364909,"INPP5A","inositol polyphosphate-5-phosphatase A","Downregulated",2.41114410659493
"200879_s_at",-3.01655391152573,5.03835400815769,-8.86977968482703,3.30531513080349e-13,2.65759218368378e-11,19.7410669589785,"EPAS1","endothelial PAS domain protein 1","Downregulated",3.01655391152573
"214736_s_at",-1.4665857411904,8.64796893689929,-8.86613868945538,3.35768516126895e-13,2.6910193634551e-11,19.7256185324036,"ADD1","adducin 1","Downregulated",1.4665857411904
"213272_s_at",-1.85849263417025,5.77121664011165,-8.86612059460841,3.3579474919844e-13,2.6910193634551e-11,19.725541756633,"TMEM159","transmembrane protein 159","Downregulated",1.85849263417025
"1558733_at",-2.52195756739537,6.16064503420142,-8.86269353623377,3.40800334409906e-13,2.72236397001757e-11,19.7110007125256,"ZBTB38","zinc finger and BTB domain containing 38","Downregulated",2.52195756739537
"208831_x_at",-2.26400133664464,5.97058068604947,-8.8418516533095,3.72892847819627e-13,2.96245745797175e-11,19.6225615816888,"SUPT6H","SPT6 homolog, histone chaperone","Downregulated",2.26400133664464
"212041_at",-2.14596324046565,9.12262608450422,-8.84047904993733,3.75109651874781e-13,2.9723060611598e-11,19.6167367597628,"ATP6V0D1","ATPase H+ transporting V0 subunit d1","Downregulated",2.14596324046565
"209663_s_at",-3.28619369131058,4.93461331709379,-8.83952043632633,3.76665670695291e-13,2.97983724403588e-11,19.6126687284258,"ITGA7","integrin subunit alpha 7","Downregulated",3.28619369131058
"210299_s_at",-3.95099277615692,7.67411914333963,-8.83048893009311,3.91646676879835e-13,3.09338010099936e-11,19.5743409102782,"FHL1","four and a half LIM domains 1","Downregulated",3.95099277615692
"208255_s_at",-1.79156516727095,5.63884603798894,-8.82944485254658,3.93416577802731e-13,3.1023797346056e-11,19.5699099292398,"FKBP8","FK506 binding protein 8","Downregulated",1.79156516727095
"208818_s_at",-1.71356641049172,8.68974770401137,-8.827924328685,3.96008479192091e-13,3.11782227769684e-11,19.5634568987927,"COMT","catechol-O-methyltransferase","Downregulated",1.71356641049172
"208817_at",-1.70188229261934,7.49864816031806,-8.81583381017787,4.17236148350796e-13,3.26925782673529e-11,19.5121432451562,"COMT","catechol-O-methyltransferase","Downregulated",1.70188229261934
"224703_at",-1.58628480123377,7.71517664552749,-8.81424691192966,4.20105632706417e-13,3.28650840518039e-11,19.5054079826688,"DCAF5","DDB1 and CUL4 associated factor 5","Downregulated",1.58628480123377
"213041_s_at",-1.6243948937074,8.33529790411887,-8.80205580222671,4.42819359214827e-13,3.42607110202578e-11,19.4536632773289,"ATP5D","ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit","Downregulated",1.6243948937074
"208420_x_at",-1.63161121448373,6.57988091259718,-8.79587481097922,4.54801162563157e-13,3.50225364729973e-11,19.4274269252795,"SUPT6H","SPT6 homolog, histone chaperone","Downregulated",1.63161121448373
"203175_at",-1.7843515899859,7.88526275988083,-8.78732710874203,4.71907610180611e-13,3.62264551858928e-11,19.3911431480232,"RHOG","ras homolog family member G","Downregulated",1.7843515899859
"224871_at",-1.34173510029898,8.43503227169725,-8.78117578396874,4.84615522725566e-13,3.70286894825418e-11,19.3650306012758,"TPRG1L","tumor protein p63 regulated 1-like","Downregulated",1.34173510029898
"201813_s_at",-1.38100253517764,7.64434413297106,-8.77645207578036,4.94606286201117e-13,3.7675064280338e-11,19.3449777394984,"TBC1D5","TBC1 domain family member 5","Downregulated",1.38100253517764
"200671_s_at",-3.47588233378124,5.88821459098815,-8.76780967613419,5.13422109564571e-13,3.86890685227318e-11,19.3082881338855,"SPTBN1","spectrin beta, non-erythrocytic 1","Downregulated",3.47588233378124
"217202_s_at",-2.64727944011364,8.95363210935507,-8.75192066649788,5.49905090406238e-13,4.11859661851137e-11,19.2408301870455,"GLUL","glutamate-ammonia ligase","Downregulated",2.64727944011364
"205730_s_at",-3.04304387606342,5.14372924012665,-8.73914779551019,5.8110671784256e-13,4.33772100207007e-11,19.186598133129,"ABLIM3","actin binding LIM protein family member 3","Downregulated",3.04304387606342
"204099_at",-2.25516072813461,6.39451736501638,-8.72318879629299,6.22594260436338e-13,4.59999936535899e-11,19.118833469419,"SMARCD3","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3","Downregulated",2.25516072813461
"204134_at",-3.16669317772997,5.67210678158603,-8.71604148508394,6.42123881756572e-13,4.71596863426801e-11,19.0884831158179,"PDE2A","phosphodiesterase 2A","Downregulated",3.16669317772997
"1552667_a_at",-2.50255063963002,4.8143716902885,-8.70365813176704,6.77423769801644e-13,4.93836910231548e-11,19.0358961065441,"SH2D3C","SH2 domain containing 3C","Downregulated",2.50255063963002
"215333_x_at",-2.22561607087679,7.40764456186712,-8.69600186117275,7.00213968256799e-13,5.09695691361129e-11,19.0033816418919,"GSTM1","glutathione S-transferase mu 1","Downregulated",2.22561607087679
"225294_s_at",-1.5946446789455,7.97572727208657,-8.67835333550595,7.55714892125756e-13,5.46056720952013e-11,18.9284282996738,"TRAPPC1","trafficking protein particle complex 1","Downregulated",1.5946446789455
"244677_at",-2.70838777867309,5.27264228841573,-8.67568033779272,7.64496637804407e-13,5.51592170915564e-11,18.9170755966825,"MIR6883///PER1","microRNA 6883///period circadian clock 1","Downregulated",2.70838777867309
"200760_s_at",-2.02484121989844,9.49997559722168,-8.67511709763722,7.66360072989986e-13,5.52127088017836e-11,18.9146833987063,"ARL6IP5","ADP ribosylation factor like GTPase 6 interacting protein 5","Downregulated",2.02484121989844
"225804_at",-1.49361063440404,6.55564475009168,-8.65259711827599,8.44711948683597e-13,6.02402041432953e-11,18.8190320631667,"CYB5D2","cytochrome b5 domain containing 2","Downregulated",1.49361063440404
"224829_at",-1.7846573074096,7.85842689902842,-8.64390423877498,8.77058427789173e-13,6.21864755853341e-11,18.7821077715396,"CPEB4","cytoplasmic polyadenylation element binding protein 4","Downregulated",1.7846573074096
"202456_s_at",-2.14558065193248,4.55532092533748,-8.64163561562586,8.85702167007847e-13,6.27089878157628e-11,18.7724712686085,"ZER1","zyg-11 related cell cycle regulator","Downregulated",2.14558065193248
"211136_s_at",-2.18177458836082,7.60198770109727,-8.63026595088504,9.30323664928552e-13,6.55851526936093e-11,18.7241748260196,"CLPTM1","CLPTM1, transmembrane protein","Downregulated",2.18177458836082
"225673_at",-2.35189604952635,9.39241596055324,-8.62409893137947,9.55461002342626e-13,6.72609006327233e-11,18.6979775690219,"MYADM","myeloid associated differentiation marker","Downregulated",2.35189604952635
"212566_at",-2.02410977783169,8.67651503499559,-8.62255712507157,9.61851068574696e-13,6.7517554253003e-11,18.6914279521873,"MAP4","microtubule associated protein 4","Downregulated",2.02410977783169
"217732_s_at",-1.30484868392445,11.7882894296887,-8.62086480459079,9.68914200294185e-13,6.78198592516017e-11,18.6842389106018,"ITM2B","integral membrane protein 2B","Downregulated",1.30484868392445
"201009_s_at",-2.68449358649187,10.5760745780974,-8.61131694022815,1.00974735075443e-12,7.01788670742558e-11,18.6436784840888,"TXNIP","thioredoxin interacting protein","Downregulated",2.68449358649187
"201167_x_at",-2.23141975069201,5.33456941595053,-8.60874415914798,1.02104193536081e-12,7.08266092671926e-11,18.6327488041156,"ARHGDIA","Rho GDP dissociation inhibitor alpha","Downregulated",2.23141975069201
"212091_s_at",-3.64625517098049,5.44301299238296,-8.60853947559407,1.02194591378679e-12,7.08266092671926e-11,18.631879264368,"COL6A1","collagen type VI alpha 1 chain","Downregulated",3.64625517098049
"201284_s_at",-1.54934973090928,6.9903747851319,-8.5949463868445,1.08380754426893e-12,7.47979212213759e-11,18.5741316901316,"APEH","acylaminoacyl-peptide hydrolase","Downregulated",1.54934973090928
"202897_at",-2.36171253138532,7.20517748889757,-8.59131870367583,1.10094145544241e-12,7.56620477625067e-11,18.5587197962993,"SIRPA","signal regulatory protein alpha","Downregulated",2.36171253138532
"217929_s_at",-2.82921875970383,5.19058678581912,-8.58493562376351,1.13175018655969e-12,7.74548420445653e-11,18.5316014539888,"KIAA0319L","KIAA0319 like","Downregulated",2.82921875970383
"222407_s_at",-2.63526887844472,7.26058186087973,-8.57451612657126,1.18390598200674e-12,8.06876200229997e-11,18.4873334764206,"ZNF106","zinc finger protein 106","Downregulated",2.63526887844472
"224626_at",-1.67128260635003,7.37662594262658,-8.563433928152,1.24202144504621e-12,8.41920548693153e-11,18.4402486341618,"SLC35A4","solute carrier family 35 member A4","Downregulated",1.67128260635003
"209761_s_at",-2.11761246479941,6.82971878026848,-8.55827434062378,1.2700441872655e-12,8.58448685752382e-11,18.4183266921381,"SP110","SP110 nuclear body protein","Downregulated",2.11761246479941
"215707_s_at",-1.96073162489416,7.72661427574107,-8.55505534154096,1.28784682667676e-12,8.69287775038181e-11,18.4046497411191,"PRNP","prion protein","Downregulated",1.96073162489416
"207978_s_at",-2.84699885600203,4.7091184262307,-8.5512959135965,1.30895468934076e-12,8.82325115046452e-11,18.3886764729829,"NR4A3","nuclear receptor subfamily 4 group A member 3","Downregulated",2.84699885600203
"45297_at",-2.87572231475892,5.79078366134526,-8.5454357237007,1.34255015447861e-12,9.02498161904766e-11,18.3637770940739,"EHD2","EH domain containing 2","Downregulated",2.87572231475892
"201537_s_at",-1.99390735542301,6.60607128983779,-8.5447808484319,1.34635764056216e-12,9.03822925227039e-11,18.3609945720941,"DUSP3","dual specificity phosphatase 3","Downregulated",1.99390735542301
"211672_s_at",-2.03051990476706,7.06108275171435,-8.54111768171529,1.3678556634661e-12,9.145118700024e-11,18.3454299432913,"ARPC4-TTLL3///ARPC4","ARPC4-TTLL3 readthrough///actin related protein 2/3 complex subunit 4","Downregulated",2.03051990476706
"226856_at",-3.21754460871655,5.94456519913059,-8.53659816862285,1.39485326562122e-12,9.30034480236087e-11,18.326226567515,"TMEM110-MUSTN1///MUSTN1///TMEM110","TMEM110-MUSTN1 readthrough///musculoskeletal, embryonic nuclear protein 1///transmembrane protein 110","Downregulated",3.21754460871655
"201536_at",-1.69215144602703,8.18716339283979,-8.53002862057778,1.43505059730066e-12,9.55541742102485e-11,18.2983122846795,"DUSP3","dual specificity phosphatase 3","Downregulated",1.69215144602703
"211749_s_at",-1.75401057358946,9.31460422278129,-8.51605151065293,1.52447139531237e-12,1.00555849797769e-10,18.2389217551705,"VAMP3","vesicle associated membrane protein 3","Downregulated",1.75401057358946
"209716_at",-1.96934497561311,6.48497328243595,-8.51265187204401,1.54705122524905e-12,1.01908634057336e-10,18.2244760209975,"CSF1","colony stimulating factor 1","Downregulated",1.96934497561311
"206689_x_at",-1.266467130585,7.12257003682072,-8.50346813696947,1.60973520585936e-12,1.05613653699629e-10,18.1854520933705,"KAT5","lysine acetyltransferase 5","Downregulated",1.266467130585
"203054_s_at",-1.22896471346352,7.25190021732307,-8.50258110164202,1.61592267926585e-12,1.05878438453575e-10,18.1816828322771,"TCTA","T-cell leukemia translocation altered","Downregulated",1.22896471346352
"1555814_a_at",-2.80029226948198,9.48758788954646,-8.49485936933643,1.67080048804107e-12,1.08606445990802e-10,18.1488708074714,"RHOA","ras homolog family member A","Downregulated",2.80029226948198
"231866_at",-1.84610492276873,7.58682387167322,-8.49387820222021,1.67790580113989e-12,1.08924420523338e-10,18.1447014972954,"LNPEP","leucyl and cystinyl aminopeptidase","Downregulated",1.84610492276873
"36829_at",-1.39231950503229,7.1878111984216,-8.49263346255343,1.68696334904191e-12,1.09368123209889e-10,18.1394121695528,"MIR6883///PER1","microRNA 6883///period circadian clock 1","Downregulated",1.39231950503229
"208710_s_at",-2.87755615276222,4.93030509681771,-8.46408802400301,1.90864915892097e-12,1.21656605133451e-10,18.018110310713,"AP3D1","adaptor related protein complex 3 delta 1 subunit","Downregulated",2.87755615276222
"235179_at",-1.45573871996512,5.10403414363452,-8.46062685961308,1.93743820985809e-12,1.23130564580072e-10,18.0034020504153,"ZNF641","zinc finger protein 641","Downregulated",1.45573871996512
"202607_at",-1.85738616920597,6.2749365945911,-8.46040709614114,1.93928074358436e-12,1.23130564580072e-10,18.0024681610609,"NDST1","N-deacetylase and N-sulfotransferase 1","Downregulated",1.85738616920597
"203501_at",-1.87973767340583,7.0271813968411,-8.44997483205616,2.02879345617421e-12,1.27988255894826e-10,17.9581358108874,"CPQ","carboxypeptidase Q","Downregulated",1.87973767340583
"201348_at",-3.58911433977102,9.57640323858169,-8.44757445613857,2.04996774411146e-12,1.28993302793469e-10,17.9479352512656,"GPX3","glutathione peroxidase 3","Downregulated",3.58911433977102
"216037_x_at",-1.33757723705023,7.44339877414827,-8.44366354646352,2.08494139728376e-12,1.3102645125944e-10,17.9313155325197,"TCF7L2","transcription factor 7 like 2","Downregulated",1.33757723705023
"208786_s_at",-1.33755979272113,9.18575485732864,-8.43454920599689,2.16878126426993e-12,1.35775088639861e-10,17.8925832324016,"MAP1LC3B","microtubule associated protein 1 light chain 3 beta","Downregulated",1.33755979272113
"211922_s_at",-2.56586030112923,7.89867338391082,-8.4318428198919,2.19431983974976e-12,1.36851579663582e-10,17.8810821276673,"CAT","catalase","Downregulated",2.56586030112923
"225289_at",-1.52321436449582,7.6813391571893,-8.42373985290341,2.27259564926441e-12,1.41553941915637e-10,17.8466475104973,"STAT3","signal transducer and activator of transcription 3","Downregulated",1.52321436449582
"201282_at",-2.47825912714707,6.85142774459642,-8.4223215620806,2.28658100936447e-12,1.42065393595704e-10,17.8406202830449,"OGDH","oxoglutarate dehydrogenase","Downregulated",2.47825912714707
"201615_x_at",-2.93220381991712,5.28551092171011,-8.41899381790995,2.31973385661769e-12,1.43943434908684e-10,17.8264785477735,"CALD1","caldesmon 1","Downregulated",2.93220381991712
"221628_s_at",-2.40820947524997,4.906314788857,-8.41701251411132,2.33970063611938e-12,1.4499955818832e-10,17.818058697914,"GLYR1","glyoxylate reductase 1 homolog","Downregulated",2.40820947524997
"206491_s_at",-1.73086041302534,8.34512932123338,-8.40264585229027,2.48971818504637e-12,1.53523261568392e-10,17.757005227535,"NAPA","NSF attachment protein alpha","Downregulated",1.73086041302534
"227722_at",-1.47671182826072,7.16654392144108,-8.40231290823609,2.49330657202791e-12,1.5355211075066e-10,17.755590324822,"RPS23","ribosomal protein S23","Downregulated",1.47671182826072
"211663_x_at",-3.6362566791442,7.28821697797021,-8.40124866972308,2.50481139927378e-12,1.54067818155081e-10,17.751067660629,"PTGDS","prostaglandin D2 synthase","Downregulated",3.6362566791442
"231861_at",-1.62302790490458,4.9159520937907,-8.39565341195528,2.56617751069622e-12,1.57252673435652e-10,17.7272896407537,"LRP10","LDL receptor related protein 10","Downregulated",1.62302790490458
"214196_s_at",-2.03751376446045,6.87297430016056,-8.39473577033143,2.57638433574832e-12,1.57681771155681e-10,17.7233899618405,"TPP1","tripeptidyl peptidase 1","Downregulated",2.03751376446045
"221472_at",-1.16339744356263,8.68152636229946,-8.3915202899372,2.6124712724653e-12,1.59691768825093e-10,17.7097252125158,"SERINC3","serine incorporator 3","Downregulated",1.16339744356263
"208003_s_at",-1.5718950767758,5.87685741173432,-8.38753130389322,2.65794260056481e-12,1.62218589776946e-10,17.6927733134144,"NFAT5","nuclear factor of activated T-cells 5","Downregulated",1.5718950767758
"200917_s_at",-2.62703220338831,5.99511007940637,-8.3797604613138,2.74880984025725e-12,1.66782596559233e-10,17.6597497580073,"SRPRA","SRP receptor alpha subunit","Downregulated",2.62703220338831
"225796_at",-1.70249611063665,6.83332963265405,-8.37564800589192,2.79814887107045e-12,1.69358562729106e-10,17.6422731721737,"PXK","PX domain containing serine/threonine kinase like","Downregulated",1.70249611063665
"221012_s_at",-1.35936651738891,8.5457279089401,-8.37114246559065,2.85322131476115e-12,1.71749763512139e-10,17.6231261217069,"TRIM8","tripartite motif containing 8","Downregulated",1.35936651738891
